title,video_id,url,description,duration,view_count,upload_date
Imrans Supernatural Encounter with Jesus that changed his life,l-DdGjcp1Bs,https://www.youtube.com/watch?v=l-DdGjcp1Bs,"We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H18M4S,1498,08-31-23
Not by Might Nor by Power but by My Spirit says the Lord,WkyxrSeu-Dg,https://www.youtube.com/watch?v=WkyxrSeu-Dg,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1OrWYjFMK8hC3cuGFUGkUKBj2jpaTCas7/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H51S,746,08-24-23
Not by Might Nor by Power but by My Spirit says the Lord Part 1,AaplkoU-ess,https://www.youtube.com/watch?v=AaplkoU-ess,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1-tQ5nNYFyJoW5u1yEGTQ0LdDYuU58uRU/view?usp=share_link

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H12M13S,1111,08-14-23
Power Sunday - 1,SU2zSlkSQSw,https://www.youtube.com/watch?v=SU2zSlkSQSw,"We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT2H32M57S,587,08-07-23
മകന ആനതരക മചനമ രഗശനതയ ആവശയമണട Does a Son need Inner Healing & Deliverance,-m8Jx95vykY,https://www.youtube.com/watch?v=-m8Jx95vykY,"Please click on link below to view PDF of todays message


https://drive.google.com/file/d/1JnYmyH3rvhX_syst4aNCJvRW9ZjG7HPT/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d

Click on the link below to see the sermons in English.


https://youtu.be/OKExoc0u-_g",PT1H5M23S,294,08-02-23
Communicate with Each Other Part 3,5YMZG5MAITA,https://www.youtube.com/watch?v=5YMZG5MAITA,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1-cmag51BPrlcUefDipiwnbeFPWAIJUjo/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H20M16S,372,07-31-23
सवरगय सवसथय म चलन - BE UNTOUCHABLE Part 2,BzARahivYII,https://www.youtube.com/watch?v=BzARahivYII,"Please click on link below to view PDF of todays message


https://drive.google.com/file/d/1-iGtxHs_j0Rh32YOFd9rSqS_zZACMd1E/view?usp=share_link

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d

Click on the link below to see the sermons in English.


https://youtu.be/tkQLjDTnWuU",PT1H39M21S,288,07-27-23
Communicate with Each Other Part 2,scEU9HjVbtM,https://www.youtube.com/watch?v=scEU9HjVbtM,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1Q-prq7DsVXnXHHDiUDdbj2ZQtj1zsiI_/view?usp=share_link

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT55M48S,248,07-23-23
Communicate with Each Other Part 1,RW1DiRB69TE,https://www.youtube.com/watch?v=RW1DiRB69TE,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1JxpyE7kDC08jC5qybwa3nn-U1KNSQkYh/view?usp=share_link

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H12M22S,497,07-20-23
How to share the gospel,b5iua-KB2bI,https://www.youtube.com/watch?v=b5iua-KB2bI,"We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H23M57S,496,07-12-23
Love Each Other As I Have Loved You Part 4,u_9ZiUnb2Mg,https://www.youtube.com/watch?v=u_9ZiUnb2Mg,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1RqPPDjNLPxmntkUeGddteCyt9Fpm_Kcz/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H44M15S,269,07-04-23
Get Ready for Harvest Part 3 - Love one another,hgCqVxTj5VQ,https://www.youtube.com/watch?v=hgCqVxTj5VQ,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/15SaAbmOBaC13hlRCuQF_gRdePBMpgIq_/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H7M34S,313,06-26-23
Get Ready For Harvest Part 2,cBpPv_JvVEA,https://www.youtube.com/watch?v=cBpPv_JvVEA,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1lbKE7ARYgpIUKLJQ737yEV3vLhdCa7Qj/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H17M36S,462,06-18-23
Get Ready For Harvest Part 1,Knls-9dd7tc,https://www.youtube.com/watch?v=Knls-9dd7tc,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1p0FRKVpqf8KPQ1tvNL0q84XZIgJBPfph/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H27M5S,633,06-17-23
Q&A 10,sctlSVhdEYM,https://www.youtube.com/watch?v=sctlSVhdEYM,"We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H27M22S,632,06-04-23
അധകര ഉപയഗചച ദവക സവഭവതതൽ വശരമകകനന Using Authority vs Resting in Divine Nature,38vEFSasf7s,https://www.youtube.com/watch?v=38vEFSasf7s,"Using Authority V/S Resting in Divine Nature (Christ in you) / അധികാരം ഉപയോഗിച്ച് /ദൈവിക സ്വഭാവത്തിൽ വിശ്രമിക്കുന്നു


Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1OOfVAOY_kDpMCVCI2d8laWdf3oOGTkjH/view?usp=sharing

Click on the link below to see the sermons in English.

https://youtu.be/3rPidMNnOjo


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT53M6S,193,06-03-23
सवरगय सवसथय म चलन Part 1 BE UNTOUCHABLE Part 1,wAWjq4VY1OM,https://www.youtube.com/watch?v=wAWjq4VY1OM,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1obeQjy_WPkQd7nEuPY36pv50BAOqdCrx/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d

Click on the link below to see the sermons in English.

https://youtu.be/wAWjq4VY1OM",PT1H16M17S,254,06-01-23
God is Good - Receive his Goodness Part 2,yG7L_ZYueHg,https://www.youtube.com/watch?v=yG7L_ZYueHg,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1e98wohzNZRu4k3anLhQ42oNgkAbfOWw-/view?usp=share_link


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H1M42S,366,05-29-23
God is Good - Receive His Goodness -,EZ8fJcSCZQc,https://www.youtube.com/watch?v=EZ8fJcSCZQc,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1rHlm_KxaqhuwtebRnIoDZgAdLUV0dM16/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H15M2S,508,05-21-23
Discerning Gods Voice Part 2,MRFlLEMqxoE,https://www.youtube.com/watch?v=MRFlLEMqxoE,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1sOlLy17K70Wez_eWE_X9hO7ge_Sk6vnU/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H24M45S,525,05-14-23
Discerning Gods Voice Part 1,2XQyTAJ37dA,https://www.youtube.com/watch?v=2XQyTAJ37dA,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1fPtsZTKARtzHVETvnfML2TdQXI8lMDYm/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H28M4S,806,05-07-23
Begotten of God ദവതതൽ നനന ജനചചത,RNRLzUlswEw,https://www.youtube.com/watch?v=RNRLzUlswEw,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/15s2S_KAykS21gdMgp38JiYzsrSOFpnGT/view?usp=sharing

Click on the link below to see the sermons in English.

https://youtu.be/7sBO23tL3IQ


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H19M46S,248,05-06-23
THE NEW MAN - PART 3,dWL6RSf0Ijc,https://www.youtube.com/watch?v=dWL6RSf0Ijc,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1H3zGu8ohoFtBnEVAkDDU7q4AH0ct4df-/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H13M10S,333,05-02-23
THE NEW MAN - PART 2,c9sICFM0ggA,https://www.youtube.com/watch?v=c9sICFM0ggA,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1Kw_jqkXZSo2RirG7K42892BL3VGvgB-w/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H33M,943,04-23-23
THE NEW MAN - PART 1,32MWJ69o7o8,https://www.youtube.com/watch?v=32MWJ69o7o8,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1s580vwThHFaq1zRMsOnqJo3KOjc6W5GA/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod  

Find us on Instagram - https://instagram.com/belovedsonsofgod?igshid=YmMyMTA2M2Y=

Find us on Facebook - https://www.facebook.com/Belovedsonsofgod?mibextid=LQQJ4d",PT1H27M25S,1263,04-16-23
DIED BURIED & RISEN WITH CHRIST,SxZLM6TTRKo,https://www.youtube.com/watch?v=SxZLM6TTRKo,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/19BGYfEzCN4ZTI-MxfMbthW62kvwf6-m0/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H31M11S,646,04-09-23
Q&A 9,GSkbfCMCqiw,https://www.youtube.com/watch?v=GSkbfCMCqiw,"We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H37M54S,669,04-02-23
YOU ARE MORE THAN A CONQUEROR,xUVpuxgRG4U,https://www.youtube.com/watch?v=xUVpuxgRG4U,"ENGLISH 


Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1E81h2Hb4_i00WzTBiW1JZH6AnCoc-zzR/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H1M25S,672,03-26-23
You are a Good Good Father,8Ctja5dPjoE,https://www.youtube.com/watch?v=8Ctja5dPjoE,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1bHkxu-g2ihRTyO2afByXwOtrrY0gmB0r/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H6M6S,458,03-20-23
You are an Overcomer,HxbDpgI0kUk,https://www.youtube.com/watch?v=HxbDpgI0kUk,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1Mb5mw4YxK_O9fUzwJos51smkz1JC3DjJ/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H8M24S,397,03-12-23
In Adam Human Vs In Christ,-K1VBjIOHLc,https://www.youtube.com/watch?v=-K1VBjIOHLc,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1n6Wr-1Za1T1yZtNvCPdBoD7AFKGUcM37/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H35S,605,03-05-23
तम मर परय ह You are my beloved,CZnVn35c2dA,https://www.youtube.com/watch?v=CZnVn35c2dA,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1ExwOSRioALCm8grHfbqzePOLQuZje_jb/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod

Click on the link below to see the sermons in English.

https://youtu.be/E4La0iIeaBQ",PT1H13M49S,303,03-02-23
I am a New Creation Partakers of His Divine Nature - PART 3,qoxaYM1D_XY,https://www.youtube.com/watch?v=qoxaYM1D_XY,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1XTBVl1Zy5eeBjtkYtV4qIj5-CT0ti3In/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H15M42S,588,02-26-23
I AM A NEW CREATION - PART 2,Oln1NJAWbos,https://www.youtube.com/watch?v=Oln1NJAWbos,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1h9ArudWf7SXgNsQgT1bbjfMASh7qMFDo/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H21M43S,682,02-20-23
EVERYTHING IN THE KINGDOM OF GOD GROWS,J6LNNuV5N1Y,https://www.youtube.com/watch?v=J6LNNuV5N1Y,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1sca3njUQBXTcXvgpX7WlNcNpveUs-hQn/view?usp=sharing


We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H11M10S,838,02-12-23
I AM A NEW CREATION - PART 1,U0FAw2gLfA0,https://www.youtube.com/watch?v=U0FAw2gLfA0,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1KE62_hGqO2H4WqhW3lBAjcl2O_J4SKbO/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H35M53S,1052,02-06-23
Q&A 9,mOtnHZlNJVM,https://www.youtube.com/watch?v=mOtnHZlNJVM,"We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H29M58S,554,01-29-23
RIGHTEOUSNESS BY FAITH - PART 4,4uGoF4_Q30w,https://www.youtube.com/watch?v=4uGoF4_Q30w,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1TGii8tDu-HwGYOPOZ1SVOzzW8GBOgkS8/view?usp=sharing

We would love to hear from you, write to us on Facebook:  @belovedsonsofgod",PT1H25M18S,812,01-23-23
RIGHTEOUSNESS BY FAITH APPLICATION - PART 3,jxfekj4oHg4,https://www.youtube.com/watch?v=jxfekj4oHg4,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1GPYrdC6aA8IuLPp7jNrVR1uogn6cNDNe/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H35M33S,908,01-16-23
RIGHTEOUSNESS BY FAITH,PYs9JDhJFiw,https://www.youtube.com/watch?v=PYs9JDhJFiw,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1mrwTxECVLxdfxhNY1621ttgdJJ7UgQb2/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H18M,751,01-09-23
RIGHTEOUSNESS BY FAITH - PART 1,VPy8lFW-7BY,https://www.youtube.com/watch?v=VPy8lFW-7BY,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1pLvgQyytnQsSJGvGQ6MMwtQEEXAXTl0M/view?usp=sharing


We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H16M47S,1180,01-02-23
Rugându-te ca un fiu Partea 2 Praying as a son Part 2,MDvHO_nUiaM,https://www.youtube.com/watch?v=MDvHO_nUiaM,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod

Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/yjqmzxV6SVo",PT2H10M39S,488,12-28-22
Testimony - Healed of Dilated Cardiomyopathy - Heart Failure,NUVALLFcbVA,https://www.youtube.com/watch?v=NUVALLFcbVA,"We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1M53S,212,12-27-22
Testimony - Dr Gitanjalis Healing Testimony,_M4n_m7QivI,https://www.youtube.com/watch?v=_M4n_m7QivI,"We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT9M13S,480,12-26-22
Rugându-te ca un fiu Partea 1 Praying as a son Part 1,3_tXuQpuu4E,https://www.youtube.com/watch?v=3_tXuQpuu4E,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/JIDCGzo6-gc",PT1H59M21S,475,12-18-22
Q&A 8,EnQOO7JYwjc,https://www.youtube.com/watch?v=EnQOO7JYwjc,"We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H7M49S,550,12-12-22
Jesus turns Water into Wine,gkuD3jjmqhU,https://www.youtube.com/watch?v=gkuD3jjmqhU,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1GZ6vwWRvdKJohWfgmCwuWZuo_EG9w5TQ/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT46M28S,401,12-07-22
Credința-Faith - by Michael Shattuck,fHNkno3UPi0,https://www.youtube.com/watch?v=fHNkno3UPi0,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/mHbBOJxqZ3Y",PT54M46S,336,12-06-22
Dhanyawad Acoustic - Song,c4aquiacmm8,https://www.youtube.com/watch?v=c4aquiacmm8,Episode: Dhanyawad Acoustic - Song,PT3M33S,502,12-03-22
Împărăția vie-The Living Kingdom - by Michael Shattuck,BEZv0EKyZcI,https://www.youtube.com/watch?v=BEZv0EKyZcI,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/LkL-Z7EFXns",PT54M32S,336,11-29-22
The Love of the Father,9IzFGJ1cDAk,https://www.youtube.com/watch?v=9IzFGJ1cDAk,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/11wgXw-rRKzT-ICDMI2Otg9TV8U9PsSbn/view?usp=sharing


We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H1M25S,398,11-27-22
Resting yourself into the blessings of God,-vKoMHmOmxs,https://www.youtube.com/watch?v=-vKoMHmOmxs,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1uZ-TstLP8MqwbA0aMXNyKSPU10_uikVo/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H5M51S,496,11-20-22
Ce înseamnă să fi un fiu What is Sonship,Ey7GWwvTXyI,https://www.youtube.com/watch?v=Ey7GWwvTXyI,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/-6qXaCZZbHw",PT1H29M29S,368,11-18-22
Cartea Apocalipsa - Book of Revelation - by Michael,Y68kefMmuOI,https://www.youtube.com/watch?v=Y68kefMmuOI,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/Kr7Rmr7Bh20",PT43M31S,163,11-15-22
LAW OF LIFE IN CHRIST- PART 2,W5XipugKLhs,https://www.youtube.com/watch?v=W5XipugKLhs,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1HXuC7Ttga0CMh1IjMmq-CHv4bjNxA2_X/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H12M41S,1048,11-13-22
Puterea vorbirii în limbi - The powers of speaking in tongues - by Michael,-0JYwzVRFSU,https://www.youtube.com/watch?v=-0JYwzVRFSU,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/RR-nnw2jxzg",PT36M32S,359,11-12-22
LAW OF LIFE IN CHRIST - PART 1,envFMj3CWYU,https://www.youtube.com/watch?v=envFMj3CWYU,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1HXuC7Ttga0CMh1IjMmq-CHv4bjNxA2_X/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H29M36S,1547,11-10-22
REDEEMED FROM THE CURSE OF THE LAW - GEETU,X8s-dwtQWRQ,https://www.youtube.com/watch?v=X8s-dwtQWRQ,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/15csbzddOY1AQJ01uEfFcVXELnF_dmpql/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H3M21S,470,11-01-22
YOUR HEAVENLY FATHER LOVES YOU,N7mw4-sUrwA,https://www.youtube.com/watch?v=N7mw4-sUrwA,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1rFP_2R2RF1cqtizjKxW-odYF33SP_AWg/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT38M54S,712,10-31-22
Living as a Son Part 4 Trăind ca un fiu Partea 4,OH-hf7z0Hrw,https://www.youtube.com/watch?v=OH-hf7z0Hrw,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/PKvJAfPrNl0",PT47M42S,195,10-28-22
Living as a Son Part 3 Trăind ca un fiu Partea 3,Vo8GAvfp9-k,https://www.youtube.com/watch?v=Vo8GAvfp9-k,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/LJH9jmKSUcU",PT46M59S,177,10-25-22
The Battle is the Lords,7HQpyZ1PvdA,https://www.youtube.com/watch?v=7HQpyZ1PvdA,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1HsUCYpqywZZf2Kx_4Kv-JK-NJuO-6Av3/view?usp=sharing


We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT1H32M56S,356,10-23-22
Living as a Son Part 2 Trăind ca un fiu Partea 2,_dzf48gbyJo,https://www.youtube.com/watch?v=_dzf48gbyJo,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/gTne3mPxUyE",PT1H56S,173,10-22-22
Living as a Son Part 1 Trăind ca un fiu Partea 1,1xOHQwEmG4w,https://www.youtube.com/watch?v=1xOHQwEmG4w,"Ne-am bucura sa auzim de la voi. Ne puteti scrie pe facebook la @belovedsonsofgod / We would love to hear from you, write to us on Facebook: @belovedsonsofgod


Apasati pe linkul de mai jos pentru a vedea predica pe engleza (cu subtritrare pe romana) / Click on the link below to see the sermons in English (with Romanian subtitles).

https://youtu.be/7M8wT8PFsPg",PT56M42S,235,10-20-22
TRUST HIM,UVxJgfwXxCs,https://www.youtube.com/watch?v=UVxJgfwXxCs,"Please click on link below to view PDF of todays message

https://drive.google.com/file/d/1xGk6w0s167w5a82aUeqJChpkXD2G5-_s/view?usp=sharing

We would love to hear from you, write to us on Facebook: @belovedsonsofgod",PT58M21S,827,10-17-22
